commune,organisme,email,adresse_mairie,code_postal,ville,url
Bretteville-du-Grand-Caux,Mairie - Bretteville-du-Grand-Caux,mairie.bretteville@wanadoo.fr,38 route du Pont,76110,Bretteville-du-Grand-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/83ff955f-506a-48cf-90fb-cecbeb68d35b
Bréauté,Mairie - Bréauté,mairie@breaute.net,15 place André et Jean Suchetet,76110,Bréauté,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/adb68612-55a0-43f7-954b-82b7109afbd2
Brémontier-Merval,Mairie - Brémontier-Merval,mairie@bremontier-merval.fr,82 route du Bos-Mallard,76220,Brémontier-Merval,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9ef526a4-a47e-4dac-bb59-b99bac44167e
Buchy,Mairie - Buchy,courrier@buchy.fr,Place du Général-de-Gaulle,76750,Buchy,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ff37414d-fefc-4d6e-80e7-8747e7d92303
Bully,Mairie - Bully,mairie-bully2@wanadoo.fr,1 place de la Mairie,76270,Bully,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/c132df03-1dfb-41aa-a028-202603c104fd
Bures-en-Bray,Mairie - Bures-en-Bray,mairie.buresenbray@orange.fr,4 rue du Foyer,76660,Bures-en-Bray,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/28a8246c-28e9-48f8-acc1-7dc0a4c2df52
Butot,Mairie - Butot,mairiedebutot@wanadoo.fr,2 rue Saint-Wulfran,76890,Butot,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/937026f2-4ad7-4a10-8280-de6a8fda482f
Butot-Vénesville,Mairie - Butot-Vénesville,mairiebutotvenesville@orange.fr,Place Robert-Gabel,76450,Butot-Vénesville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/6bd78726-c5fd-46f3-a474-a3366409e9ca
Bénarville,Mairie - Bénarville,,1 le Bourg,76110,Bénarville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/63dfb9e1-c695-46a6-9ada-bac73cba2439
Bénesville,Mairie - Bénesville,mairie@benesville.fr,4 rue de l'Église,76560,Bénesville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/deea333e-07e8-41fb-b8a6-c9dea4f2ba69
Bénouville,Mairie - Bénouville,mairie.benouville76@wanadoo.fr,2 rue de l'Aiguille-de-Belval,76790,Bénouville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/c8269477-7328-4a56-9ebd-5421bbbab79f
Bézancourt,Mairie - Bézancourt,mairie@bezancourt.fr,9 rue de l'Église,76220,Bézancourt,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/800e814a-2e5f-43e5-94ee-70cc556cf3e2
Cailleville,Mairie - Cailleville,mairie.cailleville@hotmail.fr,255 rue de l'Église,76460,Cailleville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d454cc50-f046-4f24-bf0f-16d3543f48ac
Cailly,Mairie - Cailly,commune.cailly@wanadoo.fr,Rue de l'Église,76690,Cailly,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/c0e90579-19be-465d-9dba-121e0a2b316f
Callengeville,Mairie - Callengeville,commune-de-callengeville@orange.fr,Allée de la Mairie,76270,Callengeville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/1b4f870b-3efd-4a2e-b4ce-6c9c89c69023
Calleville-les-Deux-Églises,Mairie - Calleville-les-Deux-Églises,mairie-calleville@orange.fr,50 rue de l'École,76890,Calleville-les-Deux-Églises,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/54c07ca4-8b07-4f05-90b4-29178b9a1f9d
Campneuseville,Mairie - Campneuseville,mairie@campneuseville.fr,Route Neuve,76340,Campneuseville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2115540b-3445-419b-8725-0ce050a876b0
Canehan,Mairie - Canehan,mairie.canehan@wanadoo.fr,Place du Ham,76260,Canehan,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9db9715d-7c2d-4a55-9216-226447ca6691
Canouville,Mairie - Canouville,mairie.canouville@wanadoo.fr,5 rue de l'Église,76450,Canouville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f35eccd5-d4df-482f-8581-8cd754bc1175
Canteleu,Mairie - Canteleu,contact@ville-canteleu.fr,13 place Jean-Jaurès,76380,Canteleu,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3cff62b4-3add-4758-82ae-565b53bc3454
Canville-les-Deux-Églises,Mairie - Canville-les-Deux-Églises,mairie.canville@wanadoo.fr,3 route de Saint-Laurent-en-Caux,76560,Canville-les-Deux-Églises,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/4369a803-7872-4661-9e95-26a297a5e1cf
Cany-Barville,Mairie - Cany-Barville,mairie@cany-barville.fr,25 place Robert-Gabel,76450,Cany-Barville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/6258a999-8a73-48e6-9fa3-fd29c705487a
Carville-Pot-de-Fer,Mairie - Carville-Pot-de-Fer,mairie.sg.carvillepotdefer@wanadoo.fr,146 rue de la Mairie,76560,Carville-Pot-de-Fer,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/e5d83455-b07d-4d31-b73a-16123a9d2d32
Carville-la-Folletière,Mairie - Carville-la-Folletière,communedecarvillelafolletiere@orange.fr,153 rue de la Mairie,76190,Carville-la-Folletière,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b9376bd5-4e94-4286-85ed-99debdbfe564
Catenay,Mairie - Catenay,mairie.catenay@wanadoo.fr,1 rue Saint-Clair,76116,Catenay,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b1c17483-4a15-4db1-9bdd-8db4533a5f71
Caudebec-lès-Elbeuf,Mairie - Caudebec-lès-Elbeuf,mairie@caudebecleselbeuf.fr,Place Jean-Jaurès,76320,Caudebec-lès-Elbeuf,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/38cd809d-d469-4c9d-8ed6-8f258b923090
Cauville-sur-Mer,Mairie - Cauville-sur-Mer,mairie@cauvillesurmer.fr,7 rue Saint-Nicolas,76930,Cauville-sur-Mer,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/02ee8ca7-bb9e-40ee-93c9-ea5a1951ab42
Cideville,Mairie - Cideville,mairie@cideville76.fr,3 rue du Centre,76570,Cideville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/da5426fd-cfcd-4248-b0b0-89c7388955f3
Clais,Mairie - Clais,commune-de-clais9@orange.fr,19 rue de l'Église,76660,Clais,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/7e2e4336-b0a6-430c-a438-adad89057204
Clasville,Mairie - Clasville,mairie.clasville@cote-albatre.com,Rue de la Mairie,76450,Clasville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/48873fd0-5be7-4ca0-9da9-0b8d24f4b372
Claville-Motteville,Mairie - Claville-Motteville,claville.mairie@wanadoo.fr,128 route de Cailly,76690,Claville-Motteville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/7193405a-e2d4-4ad9-884b-e1fcd513715b
Cleuville,Mairie - Cleuville,mairie-cleuville@wanadoo.fr,Rue de l'Église,76450,Cleuville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b932b8eb-5b40-4394-b437-90fc0262d466
Cliponville,Mairie - Cliponville,cliponville@orange.fr,566 route de la Mer,76640,Cliponville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/bb525429-8d78-406e-b363-52c4f3d3dd75
Clères,Mairie - Clères,mairie.cleres@gmail.com,7 rue Edmond-Spalikowski,76690,Clères,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0819063e-eddb-4a14-8dc9-4f36037b65f8
Cléon,Mairie - Cléon,mairie@ville-cleon.fr,Rue de l'Église,76410,Cléon,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/699f1990-6d14-48ae-b69f-6843a629774d
Cléville,Mairie - Cléville,mairie.cleville@wanadoo.fr,417 rue de la Mairie,76640,Cléville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/02662a87-f3b0-41b1-9948-168b3b1d5790
Colleville,Mairie - Colleville,mairie@colleville.net,41 rue de l'Église,76400,Colleville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9dde1c73-1e85-45a5-a32b-dfc945d50f2d
Colmesnil-Manneville,Mairie - Colmesnil-Manneville,colmesnil-manneville-mairie@wanadoo.fr,"12, rue de Koli",76550,Colmesnil-Manneville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0eb0f3bb-df65-4ce1-8cf6-620f59674222
Compainville,Mairie - Compainville,mairie-sg.compainville@wanadoo.fr,110 rue de Gaillefontaine,76440,Compainville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/a7cbff57-b064-4383-8510-466d0ef94c7d
Conteville,Mairie - Conteville,mairie.conteville.76@wanadoo.fr,194 route de Flamets-Fretils,76390,Conteville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9b27d2e7-a0fb-4e1e-871d-ea462b61ca38
Contremoulins,Mairie - Contremoulins,mairie.contremoulins@wanadoo.fr,5 rue Bel-Event,76400,Contremoulins,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/228d6f64-d881-4323-870c-64fe1627b39d
Cottévrard,Mairie - Cottévrard,mairie@cottevrard.fr,Rue du Prieuré,76850,Cottévrard,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f7e7d778-e26d-4c7e-98f0-969bf1f84b04
Crasville-la-Mallet,Mairie - Crasville-la-Mallet,mairie.crasvillelamallet@orange.fr,5 route des Calvaires,76450,Crasville-la-Mallet,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8bc63b41-32ce-4ed5-84b8-5510a55eb145
Crasville-la-Rocquefort,Mairie - Crasville-la-Rocquefort,mairie-sg.crasvillelarocquefort@orange.fr,Rue de l'Église,76740,Crasville-la-Rocquefort,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/77a66dc4-e48e-40cf-af50-73de234ab036
Criel-sur-Mer,Mairie - Criel-sur-Mer,mairie@criel-sur-mer.fr,Place du Général-de-Gaulle,76910,Criel-sur-Mer,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ade9a767-cd6b-4971-b99a-5cb29ea4e8a4
Criquebeuf-en-Caux,Mairie - Criquebeuf-en-Caux,mairie.criquebeufencaux@gmail.com,1 place de la Mairie,76111,Criquebeuf-en-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/6210719f-82cc-4318-86b1-b6d5c8c40e24
Criquetot-l'Esneval,Mairie - Criquetot-l'Esneval,mairie@criquetotlesneval.fr,2 place Georges-Chédru,76280,Criquetot-l'Esneval,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/24f7045f-cc9d-43b1-8160-4ac83bcb28d1
Criquetot-le-Mauconduit,Mairie - Criquetot-le-Mauconduit,mairie.criquetot.mdt@wanadoo.fr,2 route de la Distillerie,76540,Criquetot-le-Mauconduit,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/099223a9-5bd2-489c-aedd-2489b2306f35
Criquetot-sur-Longueville,Mairie - Criquetot-sur-Longueville,mairie@criquetotsl.fr,Chemin des Dames,76590,Criquetot-sur-Longueville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3a10cd55-312d-4de5-8d03-9a37d28c10da
Criquetot-sur-Ouville,Mairie - Criquetot-sur-Ouville,mairie.criquetot.sur.ouville@wanadoo.fr,299 rue de l'Avenir,76760,Criquetot-sur-Ouville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/742606a0-1db6-437b-9035-798d7cc70539
Criquiers,Mairie - Criquiers,mairie.criquiers@orange.fr,71 rue Principale,76390,Criquiers,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/07883f8d-1f9b-4ab8-a00f-576fd7bb4ade
Critot,Mairie - Critot,contact@mairie-critot.fr,634 rue du Crescetot,76680,Critot,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/86da5e9f-11f6-4dad-81e7-598efde010dc
Croisy-sur-Andelle,Mairie - Croisy-sur-Andelle,mairie@mairiedecroisysurandelle.fr,12 route de la Capelle,76780,Croisy-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5275e53b-5a90-493c-b784-61909e9be762
Croix-Mare,Mairie - Croix-Mare,mairie@croix-mare.fr,Le Bourg,76190,Croix-Mare,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ec378c4a-ac9d-44b8-830b-0e381e3a0e70
Croixdalle,Mairie - Croixdalle,mairie.croixdalle@wanadoo.fr,1 route Saint-Nicolas,76660,Croixdalle,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/bd8bcf93-6220-474e-bb56-e7c9a72c334e
Cropus,Mairie - Cropus,mairie.cropus@wanadoo.fr,184 route de Notre-Dame-du-Parc,76720,Cropus,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b2eac050-5b65-4a23-b65f-b49d25cffefb
Crosville-sur-Scie,Mairie - Crosville-sur-Scie,mairie.crosville@wanadoo.fr,34 route du Cidre,76590,Crosville-sur-Scie,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/787f73ad-92bb-4ac1-80ab-4cc839421d8a
Cuverville-en-Caux,Mairie - Cuverville-en-Caux,cuvervilleencaux76@gmail.com,45 rue du Château,76280,Cuverville-en-Caux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/6c96d2d1-03ee-4d43-8799-b2f0427a3761
Cuverville-sur-Yères,Mairie - Cuverville-sur-Yères,mairie-sg-cuvervillesuryeres@wanadoo.fr,3 place René-Delorière,76260,Cuverville-sur-Yères,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3c4379c3-f52b-4573-9573-b6c523341c75
Cuy-Saint-Fiacre,Mairie - Cuy-Saint-Fiacre,cuysaintfiacre@wanadoo.fr,4 rue Roger-Cressent,76220,Cuy-Saint-Fiacre,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d741c539-56d3-48ef-9215-42f7fe3b6c0b
Dampierre-Saint-Nicolas,Mairie - Dampierre-Saint-Nicolas,dampsaintnicolas@wanadoo.fr,"325, avenue du Château",76510,Dampierre-Saint-Nicolas,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/78c28ca9-7ec4-423c-b1bf-79044a376126
Dampierre-en-Bray,Mairie - Dampierre-en-Bray,mairie.dampierre.en.bray@wanadoo.fr,107 chemin des Planques,76220,Dampierre-en-Bray,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/aa8316d8-cfed-4363-97d2-bfce35bf8184
Dancourt,Mairie - Dancourt,mairie-sg.dancourt@wanadoo.fr,1 place Georges-Houssaye,76340,Dancourt,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2f01aa3d-76c4-4585-be41-41f3efe3a8d6
Darnétal,Mairie - Darnétal,accueil@darnetal.fr,Place du Général-de-Gaulle,76162,Darnétal Cedex,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/61d80d43-291c-43bd-915f-fb07f068667e
Daubeuf-Serville,Mairie - Daubeuf-Serville,mairie.daubeuf.serville@wanadoo.fr,25 rue de la Vallée,76110,Daubeuf-Serville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5cbc3afd-e225-47e2-9313-3710f6526096
Dieppe,Mairie - Dieppe,mairie@mairie-dieppe.fr,Parc Jehan-Ango,76200,Dieppe,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f1f6329c-096f-46a5-af10-e713fc03f5ad
Doudeauville,Mairie - Doudeauville,mairiedoudeauville@orange.fr,23 rue Principale,76220,Doudeauville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/5dc94c6c-081c-4f91-97a2-02098fd692e1
Doudeville,Mairie - Doudeville,contact@doudeville.fr,1 place du Général-de-Gaulle,76560,Doudeville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2edd1c89-a4d2-44e8-8a4d-ccad840fb310
Douvrend,Mairie - Douvrend,mairie-sg.douvrend@wanadoo.fr,9 place de la Mairie,76630,Douvrend,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/588a20a8-1798-493e-a59c-615159da5556
Drosay,Mairie - Drosay,mairie@drosay.fr,158 rue Saint-Roch,76460,Drosay,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b52583b1-9314-4ef9-9513-f481a98192c2
Duclair,Mairie - Duclair,contact@duclair.fr,Place du Général-de-Gaulle,76480,Duclair,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/6f55e8ea-c24d-4c9a-872b-80c3b73d6604
Dénestanville,Mairie - Dénestanville,mairie-sg.denestanville@wanadoo.fr,5 route des Cyclamens,76590,Dénestanville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3c12f4c4-055e-430f-8da5-6d9d18510a16
Déville-lès-Rouen,Mairie - Déville-lès-Rouen,dgs@mairie-deville-les-rouen.fr,1 place François-Mitterrand,76250,Déville-lès-Rouen,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/fc6c89b3-15fc-40f3-bc65-77e9c375bd7e
Ectot-l'Auber,Mairie - Ectot-l'Auber,mairie@ectotlauber.fr,1 place de la Mairie,76760,Ectot-l'Auber,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/94256188-e6a1-4638-8b46-b2bc73c5cd6f
Ectot-lès-Baons,Mairie - Ectot-lès-Baons,mairie.ectotlesbaons@orange.fr,10 rue de l'École,76970,Ectot-lès-Baons,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/15e570b7-ed29-4539-a3bc-e390516dce69
Elbeuf,Mairie - Elbeuf,cabinetdumaire@mairie-elbeuf.fr,Place Aristide-Briand,76500,Elbeuf,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/1696b26d-fc79-4ad7-bcec-67ffce7c4fe1
Elbeuf-en-Bray,Mairie - Elbeuf-en-Bray,mairieelbeufenbray@orange.fr,79 rue de la Liberté,76220,Elbeuf-en-Bray,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/827578bc-c5d0-4199-a0f5-c16ae651b2f9
Elbeuf-sur-Andelle,Mairie - Elbeuf-sur-Andelle,mairie.elbeuf.andelle@sfr.fr,6 place de l'Église,76780,Elbeuf-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/04529c42-c836-47ab-ac24-0a83454cc172
Ellecourt,Mairie - Ellecourt,mairie-ellecourt@orange.fr,2 rue du Boitel,76390,Ellecourt,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/a2369df8-3054-4d16-86d3-10ca658d4968
Envermeu,Mairie - Envermeu,mairie@mairie-envermeu.fr,Place Gérard Picard,76630,Envermeu,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/73a0eb58-a7a5-45bd-9e1a-6cbde103caf0
Envronville,Mairie - Envronville,mairie.envronville@orange.fr,2 rue de la République,76640,Envronville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/fdfb3558-e05b-4898-9aa2-18fdac284919
Ermenouville,Mairie - Ermenouville,mairie.ermenou@wanadoo.fr,2 rue de la Croix-de-Réalcan,76740,Ermenouville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/333834f2-b98f-482f-b5f1-16dd50f8b1de
Ernemont-la-Villette,Mairie - Ernemont-la-Villette,mairie.sg.ernemont@wanadoo.fr,42 rue de l'Église,76220,Ernemont-la-Villette,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/cb852b7a-b974-4558-b89e-6d1c10517d6a
Ernemont-sur-Buchy,Mairie - Ernemont-sur-Buchy,mairieernemont.surbuchy@orange.fr,527 rue de la Mairie,76750,Ernemont-sur-Buchy,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/49600574-c7c8-4d45-940b-536fcfab47cc
Esclavelles,Mairie - Esclavelles,mairie.esclavelles@wanadoo.fr,Rue du Centre,76270,Esclavelles,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b4ed3ecc-f31c-4e40-927c-804c82b72c0e
Eslettes,Mairie - Eslettes,secretariat@eslettes.fr,12 rue des Lilas,76710,Eslettes,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/197902b4-89d7-4c8c-bbfa-333137204821
Esteville,Mairie - Esteville,mairie.esteville@gmail.com,110 rue de la Mairie,76690,Esteville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/16501aa9-9bd6-4497-b672-59f388ca5209
Eu,Mairie - Eu,news@ville-eu.fr,Rue Jean-Duhornay,76260,Eu,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/599b8732-2dfe-4556-8e3c-1f06f85da11f
Fallencourt,Mairie - Fallencourt,,Rue de la Mairie,76340,Fallencourt,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/54051155-4d41-485d-8c01-47372734ceae
Ferrières-en-Bray,Mairie - Ferrières-en-Bray,mairie@ferrieres-en-bray.fr,1 rue Charles-Gervais,76220,Ferrières-en-Bray,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/57f3e703-1cb4-4524-ab01-3563d5afd1f3
Fesques,Mairie - Fesques,mairie.fesques@orange.fr,8 route de la Fontaine,76270,Fesques,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/09f37f1e-b3d9-4b65-b477-f85d3cd57f36
Flamanville,Mairie - Flamanville,mairie.flamanville@wanadoo.fr,2 place Louis-Couroyer,76970,Flamanville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/ad171d41-0e77-4c56-aa7e-36b05ff8e155
Flamets-Frétils,Mairie - Flamets-Frétils,commune-flamets-fretils@orange.fr,9 rue de la Forge,76270,Flamets-Frétils,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/604d1759-4ec8-4847-97dd-a18469880be5
Flocques,Mairie - Flocques,mairie@flocques.fr,2 rue des Écoles,76260,Flocques,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/e480ca9d-22ce-49d6-a6f0-48385061e400
Fongueusemare,Mairie - Fongueusemare,mairie-fongueusemare@wanadoo.fr,2 route de la Petite-Renelle,76280,Fongueusemare,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/f07fb96b-5823-4839-8dc3-e39932a480ec
Fontaine-en-Bray,Mairie - Fontaine-en-Bray,mairie-sg.fontaine-en-bray@wanadoo.fr,224 rue du Bourg,76440,Fontaine-en-Bray,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/819b4c44-2492-4d63-be70-22d0ae80ccd5
Fontaine-la-Mallet,Mairie - Fontaine-la-Mallet,mairie@fontainelamallet.fr,22 avenue Jean-Jaurès,76290,Fontaine-la-Mallet,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8698c882-a1d6-45e8-b968-21d2f3f35686
Fontaine-le-Bourg,Mairie - Fontaine-le-Bourg,sg@fontainelebourg.fr,571 rue Édouard-Delamare-Deboutteville,76690,Fontaine-le-Bourg,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/4ae5f606-0c91-413e-9b90-757870396a8d
Fontaine-le-Dun,Mairie - Fontaine-le-Dun,mairie@fontaine-le-dun.fr,Place Docteur-Courbe,76740,Fontaine-le-Dun,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/baaca059-b110-4400-b1c2-a8615c3a62b5
Fontaine-sous-Préaux,Mairie - Fontaine-sous-Préaux,mairie@fontaine-sous-preaux.fr,Place de la République,76160,Fontaine-sous-Préaux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b5afadaa-938c-4388-9298-a6197a93b066
Fontenay,Mairie - Fontenay,mairie@fontenay-76.net,40 rue Saint-Michel,76290,Fontenay,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/3433dfcc-75ba-4afc-addd-2a3ae3bcf41b
Forges-les-Eaux,Mairie - Forges-les-Eaux,accueil@forgesleseaux.fr,37 place Brevière,76440,Forges-les-Eaux,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8c3a064f-bf7e-44d9-8a01-ce43f891b83c
Foucarmont,Mairie - Foucarmont,communede-foucarmont@wanadoo.fr,20 place des Cateliers,76340,Foucarmont,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/4b50aff5-ecf0-4b91-bd43-debf1077f906
Foucart,Mairie - Foucart,mairie-de-foucart@wanadoo.fr,2089 voie Romaine,76640,Foucart,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/0e083a7e-b291-4d9c-bc19-8162b3fd6551
Franqueville-Saint-Pierre,Mairie - Franqueville-Saint-Pierre,mairie@franquevillesaintpierre.com,Place des Forrières,76520,Franqueville-Saint-Pierre,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2b1706c6-51d9-4c44-b057-852d05dfcf47
Freneuse,Mairie - Freneuse,freneuse.mairie@wanadoo.fr,Place de la Mairie,76410,Freneuse,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/a575c171-b9fc-4789-b8f8-daf0c7ed9cc3
Fresles,Mairie - Fresles,mairie-sg.fresles@wanadoo.fr,1 route de Bully,76270,Fresles,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/928e77ce-c669-4ed4-9358-4fc1489fed3f
Fresnay-le-Long,Mairie - Fresnay-le-Long,mairie.fll@wanadoo.fr,2 rue des Hêtres,76850,Fresnay-le-Long,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/23366b43-3be4-45da-a727-f6f227ebce01
Fresne-le-Plan,Mairie - Fresne-le-Plan,mairie-sg.fresneleplan@wanadoo.fr,34 chemin des Pâtis,76520,Fresne-le-Plan,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/b0916e80-b0a4-4023-bc61-3ed74ef424e3
Fresnoy-Folny,Mairie - Fresnoy-Folny,mairie-sg.fresnoy-folny@wanadoo.fr,6 rue de la Mairie,76660,Fresnoy-Folny,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8fddacdc-1a36-4fb9-b9cb-59e7a05dfbf3
Fresquiennes,Mairie - Fresquiennes,contact@fresquiennes.fr,41 rue du Centre,76570,Fresquiennes,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/2059e971-0ebd-448f-989c-9dbcb39fb712
Freulleville,Mairie - Freulleville,mairie.freulleville@outlook.fr,681 rue du Colombier,76510,Freulleville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/fbce838f-864f-434b-baad-7c2417ccf432
Frichemesnil,Mairie - Frichemesnil,mairiefrichemesnil@orange.fr,1 place de la Mairie,76690,Frichemesnil,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/8c20954e-efe3-4945-80b1-bbcc2dff66ee
Froberville,Mairie - Froberville,mairiedefroberville@wanadoo.fr,690 rue d'Étretat,76400,Froberville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/d9fc7eb3-2604-4906-926d-77264a8e84ea
Fry,Mairie - Fry,mairiedefry@wanadoo.fr,2 rue Pascal-Romé,76780,Fry,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/38993c73-1650-4650-a4f5-20b447b2b121
Fréauville,Mairie - Fréauville,mairie-sg.freauville@wanadoo.fr,10 route de Neufchâtel,76660,Fréauville,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/44c26c91-228a-4ee8-acde-ac41b273f018
Fultot,Mairie - Fultot,commune-de-fultot@wanadoo.fr,7 rue du Fresnay,76560,Fultot,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/c2f5d2bc-d679-4aa0-9145-793d9017ea51
Fécamp,Mairie - Fécamp,directiongenerale@ville-fecamp.fr,1 place du Général-Leclerc,76404,Fécamp Cedex,https://lannuaire.service-public.gouv.fr/normandie/seine-maritime/9e9e4798-49bb-4f75-8095-256a06cc14fd
