commune,organisme,email,adresse_mairie,code_postal,ville,url
Conteville,Mairie - Conteville,mairie.conteville@wanadoo.fr,Cidex 28 Clos Rever,27210,Conteville,https://lannuaire.service-public.gouv.fr/normandie/eure/ede26dc3-e7c7-440b-8b37-cebca96b34f9
Cormeilles,Mairie - Cormeilles,mairie@cormeillesenauge.com,24 bis rue de l'Abbaye,27260,Cormeilles,https://lannuaire.service-public.gouv.fr/normandie/eure/6915ef7e-9d88-4d9c-b4c7-42b96153d0a2
Corneville-la-Fouquetière,Mairie - Corneville-la-Fouquetière,mairiecornevillefouquetiere@wanadoo.fr,Place de la Mairie,27300,Corneville-la-Fouquetière,https://lannuaire.service-public.gouv.fr/normandie/eure/58bb8c9e-4c52-409e-86bb-da65bc0b3451
Corneville-sur-Risle,Mairie - Corneville-sur-Risle,mairie-de-cornevillesurrisle@wanadoo.fr,2621 chemin de la Vierge,27500,Corneville-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/558885a2-481f-450b-a885-774289bb2159
Coudray,Mairie - Coudray,mairie.coudray@wanadoo.fr,24 rue de la Mairie,27150,Coudray,https://lannuaire.service-public.gouv.fr/normandie/eure/9ab5a02a-d9f2-4448-aaab-ebbfaafc9371
Coudres,Mairie - Coudres,mairie.coudres@wanadoo.fr,36 ter rue Grande,27220,Coudres,https://lannuaire.service-public.gouv.fr/normandie/eure/b8465952-0856-4b58-860b-d2488942ff76
Courbépine,Mairie - Courbépine,mairie.courbepine@wanadoo.fr,1 place Ernest-Anquetil,27300,Courbépine,https://lannuaire.service-public.gouv.fr/normandie/eure/48395070-4337-4047-9d90-1b8fcb22dc6b
Courcelles-sur-Seine,Mairie - Courcelles-sur-Seine,mairie.courcelles@wanadoo.fr,Place de la Mairie,27940,Courcelles-sur-Seine,https://lannuaire.service-public.gouv.fr/normandie/eure/86911791-f573-4664-a51a-d8a98357e87d
Courdemanche,Mairie - Courdemanche,mairiecourdemanche27@gmail.com,1 place de la Mairie,27320,Courdemanche,https://lannuaire.service-public.gouv.fr/normandie/eure/3f683267-ce97-48f1-a3ad-509c0d83c511
Courteilles,Mairie - Courteilles,mairie-de-courteilles@wanadoo.fr,1 rue du Capitaine-Jacques-Mallet,27130,Courteilles,https://lannuaire.service-public.gouv.fr/normandie/eure/1944e914-b0ef-41ef-8f40-d256ab07afb4
Crasville,Mairie - Crasville,mairiedecrasville@wanadoo.fr,29 route de Louviers,27400,Crasville,https://lannuaire.service-public.gouv.fr/normandie/eure/a865e33b-899e-4938-8301-779942411d94
Crestot,Mairie - Crestot,mairie.crestot@orange.fr,12 rue des Écoles,27110,Crestot,https://lannuaire.service-public.gouv.fr/normandie/eure/21816d8a-503f-480b-98f1-88210865c0a0
Criquebeuf-la-Campagne,Mairie - Criquebeuf-la-Campagne,mairie.criquebeuf.la.campagne@wanadoo.fr,"17, rue de la Mairie",27110,Criquebeuf-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/d2d5c9ed-f01d-4381-b915-37dfa3b6e24e
Criquebeuf-sur-Seine,Mairie - Criquebeuf-sur-Seine,mairie@criquebeuf-seine.fr,815 rue du Village,27340,Criquebeuf-sur-Seine,https://lannuaire.service-public.gouv.fr/normandie/eure/bd32e5e1-2ad1-4728-92aa-46c7762f1766
Croisy-sur-Eure,Mairie - Croisy-sur-Eure,mairiecroisy@wanadoo.fr,17 route de Ménilles,27120,Croisy-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/e40c4fea-8e10-417f-b294-81ea9ec1328b
Crosville-la-Vieille,Mairie - Crosville-la-Vieille,mairie@crosville-la-vieille.fr,9 rue de l'Église,27110,Crosville-la-Vieille,https://lannuaire.service-public.gouv.fr/normandie/eure/217b4aca-60ca-4a8e-a9b4-c9fc7b1dae69
Croth,Mairie - Croth,mairie-croth@orange.fr,1 place de la Mairie,27530,Croth,https://lannuaire.service-public.gouv.fr/normandie/eure/217464ba-e2e3-4b6f-851e-80cbab775f68
Cuverville,Mairie - Cuverville,mairie.cuverville@wanadoo.fr,12 Grande rue,27700,Cuverville,https://lannuaire.service-public.gouv.fr/normandie/eure/0e0b233c-edd4-4d28-99a7-0a4525c5f255
Dangu,Mairie - Dangu,mairie.dangu@wanadoo.fr,22 rue de la Porte-des-Champs,27720,Dangu,https://lannuaire.service-public.gouv.fr/normandie/eure/b862d595-e818-4fab-b733-ab74aaae1192
Dardez,Mairie - Dardez,mairiedardez@wanadoo.fr,Place Saint-Martin,27930,Dardez,https://lannuaire.service-public.gouv.fr/normandie/eure/cc334fb6-e579-4589-a57e-a44ca6a8d1ea
Daubeuf-Près-Vatteville,Mairie - Daubeuf-Près-Vatteville,commune.daubeuf@orange.fr,21 rue des Acacias,27430,Daubeuf-près-Vatteville,https://lannuaire.service-public.gouv.fr/normandie/eure/bfb41c5f-591d-4b27-acc9-48d837c57498
Daubeuf-la-Campagne,Mairie - Daubeuf-la-Campagne,mairie.daubeuf.la.campagne@wanadoo.fr,28 rue Grande,27110,Daubeuf-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/2fc87e43-d2a7-498a-9386-e95817ef9364
Douains,Mairie - Douains,mairie.douains@orange.fr,7 rue du Village,27120,Douains,https://lannuaire.service-public.gouv.fr/normandie/eure/4d929f76-58bc-4577-a099-aa68baac596e
Doudeauville-en-Vexin,Mairie - Doudeauville-en-Vexin,mairie-doudeauvillevexin@orange.fr,10 rue Saint-Aubin,27150,Doudeauville-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/0ca36c4c-58e0-4405-8717-bfe2028f5757
Douville-sur-Andelle,Mairie - Douville-sur-Andelle,mairie.douville.sur.andelle@wanadoo.fr,20 rue du Cardinal-Amette,27380,Douville-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/eure/e9cdcfab-85e0-47ba-af24-ab66c46ba52a
Droisy,Mairie - Droisy,commune.droisy@orange.fr,1 rue de la Mariette,27320,Droisy,https://lannuaire.service-public.gouv.fr/normandie/eure/3342ee84-ba72-40f4-a6a0-f14eca08854d
Drucourt,Mairie - Drucourt,drucourt.mairie@orange.fr,2 place du Commandant-Pierre-Mesnil,27230,Drucourt,https://lannuaire.service-public.gouv.fr/normandie/eure/bda49e25-bfc1-4b60-83be-1c85c98aa174
Duranville,Mairie - Duranville,mairie.duranville@orange.fr,10 route de Paris,27230,Duranville,https://lannuaire.service-public.gouv.fr/normandie/eure/1064fb30-0c4d-4db8-891a-ee308b9b4e0d
Ecauville,Mairie - Ecauville,mairie.ecauville27@orange.fr,26 rue Principale,27110,Écauville,https://lannuaire.service-public.gouv.fr/normandie/eure/208c237d-024d-4004-b87e-5d70ef912a8d
Ecquetot,Mairie - Ecquetot,ecquetot.mairie@gmail.com,2 rue des Canadiens,27110,Ecquetot,https://lannuaire.service-public.gouv.fr/normandie/eure/fd637d78-1073-4ce0-85db-6bdc05581a1f
Epieds,Mairie - Epieds,commune-epieds@orange.fr,Place Henri-IV,27730,Epieds,https://lannuaire.service-public.gouv.fr/normandie/eure/e1ac6853-9649-4179-bc15-91f52a12d846
Fains,Mairie - Fains,communefains@orange.fr,6 rue de Garennes,27120,Fains,https://lannuaire.service-public.gouv.fr/normandie/eure/aaa9b125-69b2-4764-99a2-bd375dacd932
Farceaux,Mairie - Farceaux,mairie.farceaux@orange.fr,14 rue de l'Abbé-Divay,27150,Farceaux,https://lannuaire.service-public.gouv.fr/normandie/eure/e0bc005e-be52-425d-8554-67f83035c5c7
Fatouville-Grestain,Mairie - Fatouville-Grestain,mairiefatouville-grestain@wanadoo.fr,49 route du Marais,27210,Fatouville-Grestain,https://lannuaire.service-public.gouv.fr/normandie/eure/dc42a842-ceda-4193-8465-25f4cecd4e94
Fauville,Mairie - Fauville,fauville.mairie@wanadoo.fr,18 place de la Mairie,27930,Fauville,https://lannuaire.service-public.gouv.fr/normandie/eure/1d427fd7-e736-4271-8ad1-09ac7fa620a2
Faverolles-la-Campagne,Mairie - Faverolles-la-Campagne,mairie.faverolles-la-campagne@orange.fr,1 rue de la Mairie,27190,Faverolles-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/5f48d116-a279-4367-9b8a-301af6c2f9ee
Ferrières-Haut-Clocher,Mairie - Ferrières-Haut-Clocher,mairiefhc@yahoo.fr,2 rue Sainte-Christine,27190,Ferrières-Haut-Clocher,https://lannuaire.service-public.gouv.fr/normandie/eure/d882f99f-08b5-4259-88c0-7138b626cc69
Ferrières-Saint-Hilaire,Mairie - Ferrières-Saint-Hilaire,mairie.ferrieres.st.hilaire@wanadoo.fr,3 rue Jeanne-de-Tilly,27270,Ferrières-Saint-Hilaire,https://lannuaire.service-public.gouv.fr/normandie/eure/6d9247c4-9ea9-4142-87e6-d2bd07e3a897
Feuguerolles,Mairie - Feuguerolles,mairie.feuguerolles@orange.fr,Rue Saint-Amant,27110,Feuguerolles,https://lannuaire.service-public.gouv.fr/normandie/eure/2d37fc9f-3adb-4c28-9b68-1c96c3dba7d1
Fiquefleur-Équainville,Mairie - Fiquefleur-Équainville,fiquefleur.mairie@wanadoo.fr,1773 route de la Morelle,27210,Fiquefleur-Équainville,https://lannuaire.service-public.gouv.fr/normandie/eure/d8e0a81f-1012-4788-b7d1-264a3a8abfa0
Flancourt-Crescy-en-Roumois,Mairie - Flancourt-Crescy-en-Roumois,mairie@flancourt-crescy-en-roumois.fr,Bosc-Bénard-Crescy 1 place Roger-Leclerc,27310,Flancourt-Crescy-en-Roumois,https://lannuaire.service-public.gouv.fr/normandie/eure/4c91d7c6-8652-4e23-a0de-42899a4b2950
Fleury-la-Forêt,Mairie - Fleury-la-Forêt,mairie.fleurylaforet@gmail.com,8 place de l'Église,27480,Fleury-la-Forêt,https://lannuaire.service-public.gouv.fr/normandie/eure/a630fffc-f3ef-4fdc-b0be-b27ae76f4741
Fleury-sur-Andelle,Mairie - Fleury-sur-Andelle,contact@fleury-sur-andelle.fr,1 place de la République,27380,Fleury-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/eure/2c23ec96-0cc3-4a12-b5fe-55f4f8701660
Flipou,Mairie - Flipou,mairie.flipou@orange.fr,1 route d'Orgeville,27380,Flipou,https://lannuaire.service-public.gouv.fr/normandie/eure/27f5e134-9278-4994-b252-4fa031368512
Folleville,Mairie - Folleville,mairie-folleville@orange.fr,L'Église,27230,Folleville,https://lannuaire.service-public.gouv.fr/normandie/eure/0ed2d4a8-f75e-4fa1-a442-ae776cc9af24
Fontaine-Bellenger,Mairie - Fontaine-Bellenger,secretariat@fontainebellenger27.com,2 place Étienne-Lemeilleur,27600,Fontaine-Bellenger,https://lannuaire.service-public.gouv.fr/normandie/eure/e6f2c703-ec54-4632-acd9-2b9324db7c4e
Fontaine-l'Abbé,Mairie - Fontaine-l'Abbé,mairie.fontainelabbe@wanadoo.fr,107 rue de la Fausse-Acre,27470,Fontaine-l'Abbé,https://lannuaire.service-public.gouv.fr/normandie/eure/499bb1ed-f6e3-4a48-82a8-41cf77abb556
Fontaine-la-Louvet,Mairie - Fontaine-la-Louvet,mairie-fontaine-la-louvet@orange.fr,334 rue de la Mairie,27230,Fontaine-la-Louvet,https://lannuaire.service-public.gouv.fr/normandie/eure/5e50b0c0-3b71-4c9a-b9d1-65f0ebb3c074
Fontaine-sous-Jouy,Mairie - Fontaine-sous-Jouy,mairie@fontainesousjouy.org,2 rue du Rosey,27120,Fontaine-sous-Jouy,https://lannuaire.service-public.gouv.fr/normandie/eure/10387dde-fa47-4b43-9088-036b67334408
Fort-Moville,Mairie - Fort-Moville,mairie.fort.moville@orange.fr,Le Bourg,27210,Fort-Moville,https://lannuaire.service-public.gouv.fr/normandie/eure/505d9ce0-19b5-49b0-9b04-ae8dc7e966ef
Foucrainville,Mairie - Foucrainville,commune.foucrainville@orange.fr,7 bis rue du Milbert,27220,Foucrainville,https://lannuaire.service-public.gouv.fr/normandie/eure/fecd27f7-43ea-4d07-a706-5a7438e48c69
Foulbec,Mairie - Foulbec,contact@mairiefoulbec.fr,33 rue de la Forge,27210,Foulbec,https://lannuaire.service-public.gouv.fr/normandie/eure/7bf2b32c-58e3-463f-9062-086680aa948a
Fouqueville,Mairie - Fouqueville,mairie.fouqueville@wanadoo.fr,20 rue Léon-Loubet,27370,Fouqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/589bf354-b557-4fb7-b359-04328cf0ccc3
Franqueville,Mairie - Franqueville,mairie.franqueville@wanadoo.fr,28 rue de la Petite-Notre-Dame,27800,Franqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/42c6768a-7351-4ac4-b5ea-19a838d16b68
Frenelles-en-Vexin,Mairie - Frenelles-en-Vexin,secretariat@frenellesenvexin.fr,Boisemont 9 rue de l'Église Saint-Martin,27150,Frenelles-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/9e0ece3e-d33a-4263-901d-36a8aaa1b7ff
Freneuse-sur-Risle,Mairie - Freneuse-sur-Risle,freneuse.sur.risle@orange.fr,6 place de la Mairie,27290,Freneuse-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/dbdc95df-efbe-49cd-a07e-85502dc7f329
Fresne-Cauverville,Mairie - Fresne-Cauverville,cnefresnecauverville@orange.fr,1 rue du Village,27260,Fresne-Cauverville,https://lannuaire.service-public.gouv.fr/normandie/eure/7535f2cd-90f1-42b8-aaa7-2e8bbd785421
Fresney,Mairie - Fresney,mairie.fresney@wanadoo.fr,2 place de la Mairie,27220,Fresney,https://lannuaire.service-public.gouv.fr/normandie/eure/17f269d7-e00b-4f6b-a7b3-816db0a60a64
Gadencourt,Mairie - Gadencourt,mairie-de-gadencourt@orange.fr,35 rue Saint-Denis,27120,Gadencourt,https://lannuaire.service-public.gouv.fr/normandie/eure/f41e96ab-be7c-4b3d-97cd-0236b3b8da09
Gaillon,Mairie - Gaillon,accueil@ville-gaillon.fr,2 rue du Général-de-Gaulle,27600,Gaillon,https://lannuaire.service-public.gouv.fr/normandie/eure/622b4568-5ae2-455b-9eb3-9d4c6fa8ac63
Gamaches-en-Vexin,Mairie - Gamaches-en-Vexin,communegamachesenvexin@orange.fr,8 rue Oulgate,27150,Gamaches-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/d4fcb4b7-84d3-4602-a24e-537291b4a725
Garennes-sur-Eure,Mairie - Garennes-sur-Eure,mairie.garennes.eure@orange.fr,4 place de la Mairie,27780,Garennes-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/9f307c1c-2e2a-456f-a806-8bf269ca44cf
Gasny,Mairie - Gasny,mairie@gasny.fr,42 rue de Paris,27620,Gasny,https://lannuaire.service-public.gouv.fr/normandie/eure/8050af6a-397a-4909-a5db-e6de1dda7fcd
Gauciel,Mairie - Gauciel,commune.gauciel@wanadoo.fr,9 rue de la Mairie,27930,Gauciel,https://lannuaire.service-public.gouv.fr/normandie/eure/2b056e1a-ee05-4314-ba9f-ee6ccdc3c32a
Gaudreville-la-Rivière,Mairie - Gaudreville-la-Rivière,mairie.gaudreville@wibox.fr,Rue de la Vigne 1 Pré-du-Sec-Iton,27190,Gaudreville-la-Rivière,https://lannuaire.service-public.gouv.fr/normandie/eure/d3c9b859-ddb0-4597-8a7b-e0c2c43f65d6
Gauville-la-Campagne,Mairie - Gauville-la-Campagne,mairie.gauvillecgne@orange.fr,2 rue d'Aviron,27930,Gauville-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/53e8fb3c-d118-4646-a584-c5e8f9332809
Gisors,Mairie - Gisors,direction.generale@mairie-gisors.fr,Quai Fossé-aux-Tanneurs,27140,Gisors,https://lannuaire.service-public.gouv.fr/normandie/eure/b19e202f-da33-4a20-a999-1cd32e9891b0
Giverny,Mairie - Giverny,mairie-giverny@orange.fr,7 chemin Blanche-Hoschedé-Monet,27620,Giverny,https://lannuaire.service-public.gouv.fr/normandie/eure/4a404da2-76df-46ba-8a3a-fae719a69315
Giverville,Mairie - Giverville,mairie.giverville@orange.fr,2 place du Major-Quance,27560,Giverville,https://lannuaire.service-public.gouv.fr/normandie/eure/c3193246-249b-4e7b-9372-eee09a8165dd
Glisolles,Mairie - Glisolles,mairie@glisolles.fr,16 rue du Duc-de-Clermont-Tonnerre,27190,Glisolles,https://lannuaire.service-public.gouv.fr/normandie/eure/ad512557-093f-4efe-a9ad-20450c2062c2
Glos-sur-Risle,Mairie - Glos-sur-Risle,mairie-glos-sur-risle@wanadoo.fr,3 place Guy-Dutheil,27290,Glos-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/ce576bbf-576f-4309-8f74-c5552d33e09c
Goupil-Othon,Mairie - Goupil-Othon,goupil.othon@gmail.com,45 rue du Noubourg,27170,Goupil-Othon,https://lannuaire.service-public.gouv.fr/normandie/eure/d3796d33-9c58-48ca-9d76-5e5aa34cf1c5
Gournay-le-Guérin,Mairie - Gournay-le-Guérin,mairie.gournayleguerin@orange.fr,3 rue de la Mairie,27580,Gournay-le-Guérin,https://lannuaire.service-public.gouv.fr/normandie/eure/6e598878-a679-4f44-84e4-1fab20cfda95
Grand-Bourgtheroulde,Mairie - Grand-Bourgtheroulde,contact@grand-bourgtheroulde.fr,Place Jacques-Rafin,27520,Grand-Bourgtheroulde,https://lannuaire.service-public.gouv.fr/normandie/eure/f64fa405-4b1e-4cb8-9043-b54311b22444
Grand-Camp,Mairie - Grand-Camp,mairie.grandcamp27@wanadoo.fr,Le Bourg,27270,Grand-Camp,https://lannuaire.service-public.gouv.fr/normandie/eure/dcd75868-ef57-40d4-8b2c-06a91bcef1b0
Graveron-Semerville,Mairie - Graveron-Semerville,mairiegraveronsemerville@orange.fr,1 avenue de la Turgère,27110,Graveron-Semerville,https://lannuaire.service-public.gouv.fr/normandie/eure/253ea152-38b6-4d85-b2ee-353d3860ebe7
Gravigny,Mairie - Gravigny,mairie@ville-gravigny.fr,Place Jean-Champion,27930,Gravigny,https://lannuaire.service-public.gouv.fr/normandie/eure/dae7c947-755e-4dda-85ca-0d0ff51dc005
Grosley-sur-Risle,Mairie - Grosley-sur-Risle,grosleysurrisle.mairie@sfr.fr,19 rue de la Mairie,27170,Grosley-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/ae87055e-cb37-41de-a0f4-6769d88b6d61
Grossœuvre,Mairie - Grossœuvre,mairie@mairie-grossoeuvre.fr,36 rue Saint-Pierre,27220,Grossœuvre,https://lannuaire.service-public.gouv.fr/normandie/eure/78be2263-3926-4c60-b8e2-4c59896e088f
Guerny,Mairie - Guerny,mairiedeguerny@orange.fr,37 rue des Sorbiers Hameau de Gisancourt,27720,Guerny,https://lannuaire.service-public.gouv.fr/normandie/eure/2f87d8f3-34b3-4fe2-81db-eaebde5b1960
Guichainville,Mairie - Guichainville,mairie-guichainville@orange.fr,15 rue de la Dime,27930,Guichainville,https://lannuaire.service-public.gouv.fr/normandie/eure/19698704-28ed-4b44-8727-58443fb015e9
Guiseniers,Mairie - Guiseniers,mairie.guiseniers@wanadoo.fr,10 rue Robert-Duchainay,27700,Guiseniers,https://lannuaire.service-public.gouv.fr/normandie/eure/8be8d66d-4e24-48f7-97bc-9c8120a41aa2
Hacqueville,Mairie - Hacqueville,mairie.hacqueville@orange.fr,1 ruelle du Pressoir,27150,Hacqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/25859e2b-6665-4d9f-bea7-535e040841cc
Harcourt,Mairie - Harcourt,mairie@communeharcourt.com,2 place du Général-Chrétien,27800,Harcourt,https://lannuaire.service-public.gouv.fr/normandie/eure/ab8709ec-a5f7-45c7-af66-45a72eafac73
Hardencourt-Cocherel,Mairie - Hardencourt-Cocherel,secretere.hardencourt@orange.fr,24 rue Du-Guesclin,27120,Hardencourt-Cocherel,https://lannuaire.service-public.gouv.fr/normandie/eure/30999b2f-f316-44a9-b87a-397de439a1a2
Harquency,Mairie - Harquency,communeharquency@orange.fr,3 route des Templiers,27700,Harquency,https://lannuaire.service-public.gouv.fr/normandie/eure/5b4bf90f-7b8e-4bf5-8b3f-0abb45d018a9
Hauville,Mairie - Hauville,maire.hauville@wanadoo.fr,Route de Routot,27350,Hauville,https://lannuaire.service-public.gouv.fr/normandie/eure/10c9bcc3-85af-47dd-ac20-7f5c2b34468a
Hecmanville,Mairie - Hecmanville,commune.hecmanville@orange.fr,Rue de l'Église,27800,Hecmanville,https://lannuaire.service-public.gouv.fr/normandie/eure/3784a9ac-4ac8-4bc4-adf4-7088e2cd6299
Hectomare,Mairie - Hectomare,mairiehectomare@wanadoo.fr,4 rue de la Mairie,27110,Hectomare,https://lannuaire.service-public.gouv.fr/normandie/eure/eaf5ee84-1654-4275-9dd1-1f73421ad307
Hennezis,Mairie - Hennezis,mairie.hennezis@wanadoo.fr,43 rue de Boursonne,27700,Hennezis,https://lannuaire.service-public.gouv.fr/normandie/eure/d8c86122-c92f-47d0-a704-888011d155ef
Herqueville,Mairie - Herqueville,mairieherqueville@wanadoo.fr,1 place Louis-Renault,27430,Herqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/4295af61-3e84-45a4-bd71-47ef8e5e2ad9
Heubécourt-Haricourt,Mairie - Heubécourt-Haricourt,mairie.heubecourt-haricourt@wanadoo.fr,22 place de l'Église,27630,Heubécourt-Haricourt,https://lannuaire.service-public.gouv.fr/normandie/eure/21ef7604-bb48-403a-87e0-4623807b7499
Heudebouville,Mairie - Heudebouville,mairie@heudebouville.com,Place Paul-Vaur,27400,Heudebouville,https://lannuaire.service-public.gouv.fr/normandie/eure/5802c987-6e0b-4e6d-8272-34db376d2bff
Heudicourt,Mairie - Heudicourt,mairie-heudicourt@orange.fr,2 Grand'rue,27860,Heudicourt,https://lannuaire.service-public.gouv.fr/normandie/eure/abc25df6-01e2-4c47-9e7a-1d337fdac7ac
Heudreville-en-Lieuvin,Mairie - Heudreville-en-Lieuvin,mairie-heudrevilleenlieuvin@wanadoo.fr,1 Grande rue,27230,Heudreville-en-Lieuvin,https://lannuaire.service-public.gouv.fr/normandie/eure/b6561413-0dda-4fbf-a9e3-3ee81d6b8b9f
Heudreville-sur-Eure,Mairie - Heudreville-sur-Eure,,Place de la Mairie,27400,Heudreville-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/d391695c-e4ff-4b0c-87b2-cbdf9e779081
Heuqueville,Mairie - Heuqueville,mheuqueville@wanadoo.fr,5 rue Saint-Germain,27700,Heuqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/6e6b4928-cdf0-40b6-ae61-72a0d278958a
Hondouville,Mairie - Hondouville,contact@hondouville.com,6 rue Jean-Moulin,27400,Hondouville,https://lannuaire.service-public.gouv.fr/normandie/eure/29eb3fbd-f224-425e-8f0e-693b965bae8a
Honguemare-Guenouville,Mairie - Honguemare-Guenouville,mairie.honguemare@wanadoo.fr,525 rue du Village,27310,Honguemare-Guenouville,https://lannuaire.service-public.gouv.fr/normandie/eure/7f86e419-bb31-4863-9a4e-10d03e065bec
Houetteville,Mairie - Houetteville,mairiehouetteville@orange.fr,Route d'Évreux,27400,Houetteville,https://lannuaire.service-public.gouv.fr/normandie/eure/c7283a54-f573-4604-82ed-88d49fee02db
Houlbec-Cocherel,Mairie - Houlbec-Cocherel,secretariat@houlbec-cocherel.fr,7 bis rue des Écoles,27120,Houlbec-Cocherel,https://lannuaire.service-public.gouv.fr/normandie/eure/89b2f814-0c96-4f0e-a3b6-3b7092824ef1
Houville-en-Vexin,Mairie - Houville-en-Vexin,mairie.houville27@orange.fr,4 rue des Iris,27440,Houville-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/0db820dc-e0e2-40c4-8eb3-9e4dfa5c57d3
Huest,Mairie - Huest,mairie.huest@orange.fr,9 rue de Vernon,27930,Huest,https://lannuaire.service-public.gouv.fr/normandie/eure/e0669ebe-d0c4-463c-b218-13ed326c1c63
Hébécourt,Mairie - Hébécourt,mairie.hebecourt27@pole-secretariat.fr,4 chemin de la Mairie,27150,Hébécourt,https://lannuaire.service-public.gouv.fr/normandie/eure/f7258195-0ea8-4c7c-a2dc-4c6b4c1d23d7
Hécourt,Mairie - Hécourt,commune.hecourt@orange.fr,1 rue Saint-Taurin,27120,Hécourt,https://lannuaire.service-public.gouv.fr/normandie/eure/70825503-22d8-4fe7-abe2-8aad85475534
Igoville,Mairie - Igoville,mairie.igoville@orange.fr,16 rue de Lyons,27460,Igoville,https://lannuaire.service-public.gouv.fr/normandie/eure/908c97f3-5275-4a7b-9091-f51a6c59c812
Illeville-sur-Montfort,Mairie - Illeville-sur-Montfort,mairie.illeville27@orange.fr,Rue Loriot,27290,Illeville-sur-Montfort,https://lannuaire.service-public.gouv.fr/normandie/eure/7d684611-261c-48a2-82f2-0a441466153f
Illiers-l'Évêque,Mairie - Illiers-l'Évêque,mairiedilliersleveque@wanadoo.fr,Place de la Mairie,27770,Illiers-l'Évêque,https://lannuaire.service-public.gouv.fr/normandie/eure/bb519cba-d5bb-45f1-ac12-f4b0772756d6
Incarville,Mairie - Incarville,accueil@incarville.fr,36 rue de Louviers,27400,Incarville,https://lannuaire.service-public.gouv.fr/normandie/eure/8af92037-6645-430f-a630-0667b2fc93d0
Irreville,Mairie - Irreville,mairie.irreville@wanadoo.fr,Place de la Mairie,27930,Irreville,https://lannuaire.service-public.gouv.fr/normandie/eure/2725916b-2334-48d2-9d46-cf7cf29834e5
Iville,Mairie - Iville,mairieiville@orange.fr,9 rue du cirque Bouthor,27110,Iville,https://lannuaire.service-public.gouv.fr/normandie/eure/57041552-52d9-4332-be34-fac40ac03f7a
Ivry-la-Bataille,Mairie - Ivry-la-Bataille,mairie@ville-ivry-la-bataille.fr,17 boulevard de la Gare,27540,Ivry-la-Bataille,https://lannuaire.service-public.gouv.fr/normandie/eure/612c8639-4b82-4571-b1bb-991112042ed9
Jouy-sur-Eure,Mairie - Jouy-sur-Eure,mairie@jouysureure.fr,1 rue de la Croix-Blanche,27120,Jouy-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/4d828572-9936-4c34-8288-0bc0ebf2b5e9
Juignettes,Mairie - Juignettes,mairie-de-juignettes@wanadoo.fr,2 route du Bas-Village,27250,Juignettes,https://lannuaire.service-public.gouv.fr/normandie/eure/13bf678a-c6d6-4cdc-9214-87377f84ac32
Jumelles,Mairie - Jumelles,mairie.jumelles@orange.fr,5 route de Saint-André,27220,Jumelles,https://lannuaire.service-public.gouv.fr/normandie/eure/e5d012f7-e698-4c6c-9c04-a546950de606
L'Habit,Mairie - L'Habit,mairie-accueil@lelhabit.fr,63 rue de la Mairie,27220,L'Habit,https://lannuaire.service-public.gouv.fr/normandie/eure/d697fdf8-16c8-449d-942f-41da200d8129
L'Hosmes,Mairie - L'Hosmes,mairie.lhosmes@orange.fr,1 place de la Mairie,27570,L'Hosmes,https://lannuaire.service-public.gouv.fr/normandie/eure/ff19183d-206d-4c7c-b03b-3a38eef5e911
La Baronnie,Mairie - La Baronnie,mairie.labaronnie@orange.fr,Garencières Place du 19-Mars-1962,27220,La Baronnie,https://lannuaire.service-public.gouv.fr/normandie/eure/c1567b61-6f27-4f28-bfc0-37e1f3c9f8d5
La Boissière,Mairie - La Boissière,mairie-laboissiere@wanadoo.fr,1 route de l'Hermitage,27220,La Boissière,https://lannuaire.service-public.gouv.fr/normandie/eure/4ac97094-3469-4f95-8a83-ec4125a2b477
La Bonneville-sur-Iton,Mairie - La Bonneville-sur-Iton,iton@labonnevillesuriton.fr,39A rue Jean-Maréchal,27190,La Bonneville-sur-Iton,https://lannuaire.service-public.gouv.fr/normandie/eure/0befb320-ac4c-4f35-a4af-8390e8fb6b12
