commune,organisme_mairie,email_mairie,adresse_mairie,code_postal_mairie,ville_mairie,site_mairie,nb_dae,nb_dae_en_service,nb_dae_hors_service,nb_dae_24_7,nb_dae_accessibles_public,nb_dae_exterieur,nb_dae_interieur,types_dae,horaires_declares,notes_accessibilite,adresses_exemples,score_besoin,priorite_besoin,points_attention
Berville-la-Campagne,Mairie - Berville-la-Campagne,mairie.berville.l.c@wanadoo.fr,3 rue de l'Église,27170,Berville-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/4dbba50c-a09f-4721-85a4-f3b4d9ffdf0b,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,M GERARD LELOUP - 8 RUE DE L EGLISE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Bois-Arnault,Mairie - Bois-Arnault,mairie.boisarnault@wanadoo.fr,2 rue de la Mairie,27250,Bois-Arnault,https://lannuaire.service-public.gouv.fr/normandie/eure/d19932d5-95de-4c1f-8a1a-9b0fd7de5c11,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE SALLE MULTISPORTS - ROUTE DE CHÉRONVILLIERS,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Boissy-Lamberville,Mairie - Boissy-Lamberville,mairie.boissy@wanadoo.fr,29 route du Lieuvin,27300,Boissy-Lamberville,https://lannuaire.service-public.gouv.fr/normandie/eure/e1d2e1ae-e62d-45c6-8c3a-326af478ed8f,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE BOISSY LAMBERVILLE - 29 ROUTE DE LIEUVIN,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Burey,Mairie - Burey,mairie.burey@wanadoo.fr,1 rue des Tilleuls,27190,Burey,https://lannuaire.service-public.gouv.fr/normandie/eure/099a30c0-a7d8-4642-91e8-f35b02fec892,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,SOCIETE DE POSE NORMANDE - 1F RUE DES LILAS,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Canappeville,Mairie - Canappeville,mairie.canappeville27@orange.fr,220 rue de l'École,27400,Canappeville,https://lannuaire.service-public.gouv.fr/normandie/eure/f7c918dd-4d76-41c7-8b55-fa329893e9ae,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,asso amis campagne - 3 LIEU-DIT DES LANDES,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Chaignes,Mairie - Chaignes,mairie.chaignes@wanadoo.fr,17 chemin du Val-du-Puits,27120,Chaignes,https://lannuaire.service-public.gouv.fr/normandie/eure/163e5b2b-39e7-413b-af75-77d38c5d748c,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,M. GRIMM - 8 chemin des graviers,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Chaise-Dieu-du-Theil,Mairie - Chaise-Dieu-du-Theil,chaisedieu@wanadoo.fr,Place Albert-de-Selle-de-Beauchamp,27580,Chaise-Dieu-du-Theil,https://lannuaire.service-public.gouv.fr/normandie/eure/eb99fad5-9649-4a45-a4ee-effddd56c062,1,1,0,0,0,0,1,inconnu:1,non renseigné / non renseigné:1,,DAE de la salle des Fêtes - 1 Place de la Mairie,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Chavigny-Bailleul,Mairie - Chavigny-Bailleul,mairie.chavignybailleul@orange.fr,Rue de la Mairie,27220,Chavigny-Bailleul,https://lannuaire.service-public.gouv.fr/normandie/eure/5ec80154-5faa-4cb5-9c5f-b8750f4f6579,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,COMMUNE DE CHAVIGNY BAILLEUL - RUE DE LA MAIRIE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Cierrey,Mairie - Cierrey,mairie.cierrey@wanadoo.fr,4 rue René-Lefebvre,27930,Cierrey,https://lannuaire.service-public.gouv.fr/normandie/eure/89ccfa1e-bdde-44ea-be4d-922f07f24802,1,1,0,0,0,0,1,inconnu:1,"événements, 7j/7 / heures ouvrables:1","DAE disponible dans l'entrée de la salle des fêtes. Disponible pour les locataires de la salle des fêtes. En dehors de ces locations, le DAE est disponible si les agents communaux sont présents sur place (horaires variables).:1",SALLE DES FETES - 1 Rue de la Mare des Chênes,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Conteville,Mairie - Conteville,mairie.conteville@wanadoo.fr,Cidex 28 Clos Rever,27210,Conteville,https://lannuaire.service-public.gouv.fr/normandie/eure/ede26dc3-e7c7-440b-8b37-cebca96b34f9,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la Mairie - 1 rue de la Forge,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Courbépine,Mairie - Courbépine,mairie.courbepine@wanadoo.fr,1 place Ernest-Anquetil,27300,Courbépine,https://lannuaire.service-public.gouv.fr/normandie/eure/48395070-4337-4047-9d90-1b8fcb22dc6b,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,EMILIE PERRIER - 2 RTE DE LA BUTTE DU MESNIL,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Crasville,Mairie - Crasville,mairiedecrasville@wanadoo.fr,29 route de Louviers,27400,Crasville,https://lannuaire.service-public.gouv.fr/normandie/eure/a865e33b-899e-4938-8301-779942411d94,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE DE CRASVILLE - 29 route de Louviers,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Criquebeuf-la-Campagne,Mairie - Criquebeuf-la-Campagne,mairie.criquebeuf.la.campagne@wanadoo.fr,"17, rue de la Mairie",27110,Criquebeuf-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/d2d5c9ed-f01d-4381-b915-37dfa3b6e24e,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Malette - L au V 8h-18h selon déplacement du véhicule:1,David Lefrancois Dressing Placards - 5 rue de La Mairie - Malette - 5 rue de La Mairie,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Croth,Mairie - Croth,mairie-croth@orange.fr,1 place de la Mairie,27530,Croth,https://lannuaire.service-public.gouv.fr/normandie/eure/217464ba-e2e3-4b6f-851e-80cbab775f68,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,TRISTANT DAMIEN - 28 RTE D EZY,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Droisy,Mairie - Droisy,commune.droisy@orange.fr,1 rue de la Mariette,27320,Droisy,https://lannuaire.service-public.gouv.fr/normandie/eure/3342ee84-ba72-40f4-a6a0-f14eca08854d,1,1,0,0,0,1,0,inconnu:1,7j/7 / heures ouvrables:1,ACCEUIL:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 11a 11 rue des 4 marres,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Fatouville-Grestain,Mairie - Fatouville-Grestain,mairiefatouville-grestain@wanadoo.fr,49 route du Marais,27210,Fatouville-Grestain,https://lannuaire.service-public.gouv.fr/normandie/eure/dc42a842-ceda-4193-8465-25f4cecd4e94,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la Mairie (place de l'église) - 391 place de l'église,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Flipou,Mairie - Flipou,mairie.flipou@orange.fr,1 route d'Orgeville,27380,Flipou,https://lannuaire.service-public.gouv.fr/normandie/eure/27f5e134-9278-4994-b252-4fa031368512,1,1,0,0,0,0,1,inconnu:1,événements / heures ouvrables:1,Salle des fêtes Flipou - Selon évènements:1,CC Lyons Andelle - 1 Route d'Orgeville - Salle des fêtes Flipou - 1 Route d'Orgeville,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Franqueville,Mairie - Franqueville,mairie.franqueville@wanadoo.fr,28 rue de la Petite-Notre-Dame,27800,Franqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/42c6768a-7351-4ac4-b5ea-19a838d16b68,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Bureau:1,CLA254926151 - 12 Route du Vieux Manoir,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Frenelles-en-Vexin,Mairie - Frenelles-en-Vexin,secretariat@frenellesenvexin.fr,Boisemont 9 rue de l'Église Saint-Martin,27150,Frenelles-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/9e0ece3e-d33a-4263-901d-36a8aaa1b7ff,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Devant la mairie:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 8 9 rue de l'église,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Grosley-sur-Risle,Mairie - Grosley-sur-Risle,grosleysurrisle.mairie@sfr.fr,19 rue de la Mairie,27170,Grosley-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/ae87055e-cb37-41de-a0f4-6769d88b6d61,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE DE GROSLEY SUR RISLE - 19 RUE DE LA MAIRIE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Grossœuvre,Mairie - Grossœuvre,mairie@mairie-grossoeuvre.fr,36 rue Saint-Pierre,27220,Grossœuvre,https://lannuaire.service-public.gouv.fr/normandie/eure/78be2263-3926-4c60-b8e2-4c59896e088f,1,1,0,0,0,0,1,inconnu:1,non renseigné / non renseigné:1,,DAE de la Salle communale - 27 rue Saint Pierre,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Hacqueville,Mairie - Hacqueville,mairie.hacqueville@orange.fr,1 ruelle du Pressoir,27150,Hacqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/25859e2b-6665-4d9f-bea7-535e040841cc,1,1,0,0,0,1,0,inconnu:1,lundi / heures ouvrables:1,A gauche de l'entrée de la mairie:1,DAE DE LA MAIRIE DE HACQUEVILLE - 5 ruelle du pressoir,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Heudreville-en-Lieuvin,Mairie - Heudreville-en-Lieuvin,mairie-heudrevilleenlieuvin@wanadoo.fr,1 Grande rue,27230,Heudreville-en-Lieuvin,https://lannuaire.service-public.gouv.fr/normandie/eure/b6561413-0dda-4fbf-a9e3-3ee81d6b8b9f,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,COMMUNE DE HEUDREVILLE EN LIEUVIN - 1 GRANDE RUE-LE VILLAGE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Heuqueville,Mairie - Heuqueville,mheuqueville@wanadoo.fr,5 rue Saint-Germain,27700,Heuqueville,https://lannuaire.service-public.gouv.fr/normandie/eure/6e6b4928-cdf0-40b6-ae61-72a0d278958a,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE D'HEUQUEVILLE - 5 RUE SAINT-GERMAIN,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Hondouville,Mairie - Hondouville,contact@hondouville.com,6 rue Jean-Moulin,27400,Hondouville,https://lannuaire.service-public.gouv.fr/normandie/eure/29eb3fbd-f224-425e-8f0e-693b965bae8a,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,PHARMACIE ISABELLE LABICHE - 27 RUE DU GENERAL DE GAULLE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Huest,Mairie - Huest,mairie.huest@orange.fr,9 rue de Vernon,27930,Huest,https://lannuaire.service-public.gouv.fr/normandie/eure/e0669ebe-d0c4-463c-b218-13ed326c1c63,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE MAIRIE DE HUEST - 22 RUE VERNON,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Illiers-l'Évêque,Mairie - Illiers-l'Évêque,mairiedilliersleveque@wanadoo.fr,Place de la Mairie,27770,Illiers-l'Évêque,https://lannuaire.service-public.gouv.fr/normandie/eure/bb519cba-d5bb-45f1-ac12-f4b0772756d6,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE GRILL BAR TIHAMO - 3 PLACE DE LA MAIRIE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Jouy-sur-Eure,Mairie - Jouy-sur-Eure,mairie@jouysureure.fr,1 rue de la Croix-Blanche,27120,Jouy-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/4d828572-9936-4c34-8288-0bc0ebf2b5e9,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,Entrée cuisine et atelier communal:1,DAE Salle polyvalente de Nogent sur Eure - 18 place de l'Eglise,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
L'Hosmes,Mairie - L'Hosmes,mairie.lhosmes@orange.fr,1 place de la Mairie,27570,L'Hosmes,https://lannuaire.service-public.gouv.fr/normandie/eure/ff19183d-206d-4c7c-b03b-3a38eef5e911,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE COMMUNE DE L'HOSMES - 1 PLACE DE LA MAIRIE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
La Boissière,Mairie - La Boissière,mairie-laboissiere@wanadoo.fr,1 route de l'Hermitage,27220,La Boissière,https://lannuaire.service-public.gouv.fr/normandie/eure/4ac97094-3469-4f95-8a83-ec4125a2b477,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Dans la cours de la mairie:1,DEFIBRILLATEUR AUTOMATIQUE - 1 1 route de l'Hermitage,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
La Chapelle-Gauthier,Mairie - La Chapelle-Gauthier,mairiechapellegauthier@orange.fr,1 place des Gauthiers Le Bourg,27270,La Chapelle-Gauthier,https://lannuaire.service-public.gouv.fr/normandie/eure/ae1f3198-558c-49aa-b325-658691a9d543,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi / heures ouvrables:1",Entrée - L au J 8h-17h:1,Etna France - 131 rue du Val - Le Bourg - Usine - 131 rue du Val - Le Bourg,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
La Chapelle-du-Bois-des-Faulx,Mairie - La Chapelle-du-Bois-des-Faulx,lachapelleduboisdesfaulx@orange.fr,7 rue de la Mairie,27930,La Chapelle-du-Bois-des-Faulx,https://lannuaire.service-public.gouv.fr/normandie/eure/4f447581-40f8-49ca-ae6c-b6f07b936312,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE  CHAPELLE BOIS DES FAULX - 7 RUE DE LA MAIRIE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
La Forêt-du-Parc,Mairie - La Forêt-du-Parc,mairie.laforetduparc@wanadoo.fr,4 route de Saint-André,27220,La Forêt-du-Parc,https://lannuaire.service-public.gouv.fr/normandie/eure/31471f52-095f-4892-b64d-5f78d5c28a9b,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,COMMUNE DE LA FORET DU PARC - 4 RTE ST ANDRE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
La Saussaye,Mairie - La Saussaye,contact@lasaussaye.fr,4 place du Cloître,27370,La Saussaye,https://lannuaire.service-public.gouv.fr/normandie/eure/6d90f3c2-ef21-45c4-aa9e-749bd0d598b4,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la Pharmacie BAUSIERE - 29 rue Lesage Maille,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Le Manoir-sur-Seine,Mairie - Le Manoir-sur-Seine,mairie@mairielemanoir.fr,Place Georges-Levy,27460,Le Manoir-sur-Seine,https://lannuaire.service-public.gouv.fr/normandie/eure/25415e18-6ff2-4d95-9c13-5e0f35d11816,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la Mairie de Le Manoir sur Seine - 5 a place Georges Levy,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Le Plessis-Grohan,Mairie - Le Plessis-Grohan,mairie@leplessisgrohan.fr,Route de Damville Hameau de Garel Route de Damville,27180,Le Plessis-Grohan,https://lannuaire.service-public.gouv.fr/normandie/eure/79a3dc1a-8459-4e00-83ae-0711916c3b0a,1,1,0,0,0,0,1,inconnu:1,lundi / heures ouvrables:1,fixé sur le mur d'enceinte de la salle des fêtes (en extérieur) côté parking:1,DAE DE LA SALLE DES FÊTES - 126 Chemin de la Liberté,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Les Authieux,Mairie - Les Authieux,mairie.authieux@orange.fr,6 rue de Jumelles,27220,Les Authieux,https://lannuaire.service-public.gouv.fr/normandie/eure/904f2225-58e7-410e-bade-f8590edf8f53,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",facade:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 3 6 rue de jumelles,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Les Baux-Sainte-Croix,Mairie - Les Baux-Sainte-Croix,mairie@bauxsaintecroix.fr,Rue de la Libération,27180,Les Baux-Sainte-Croix,https://lannuaire.service-public.gouv.fr/normandie/eure/255fb099-4f3d-452d-9a04-e54f0a83ca74,1,1,0,0,0,0,1,inconnu:1,lundi / heures ouvrables:1,,DAE MAIRIE BAUX SAINTE CROIX - rue de la Libération,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Les Thilliers-en-Vexin,Mairie - Les Thilliers-en-Vexin,thilliers27mairie@orange.fr,22 rue des Tilleuls,27420,Les Thilliers-en-Vexin,https://lannuaire.service-public.gouv.fr/normandie/eure/3f097067-94b6-4560-9bb4-33f438df5bf7,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE SALLE DES FETES - 4 RUE DU MOULIN,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Livet-sur-Authou,Mairie - Livet-sur-Authou,mairie.livetsurauthou@wanadoo.fr,11 rue du Village,27800,Livet-sur-Authou,https://lannuaire.service-public.gouv.fr/normandie/eure/f81667e9-96ae-440e-bfeb-5300156e38f3,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Lun-Jeu: 8h-17h30 / Ven: 8h-16h30:1,DAE-Berg Manutention - 21 Les Houlettes,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Mairie déléguée - Saint-Quentin-des-Isles,Mairie déléguée - Saint-Quentin-des-Isles,mairie.stquentin.des.isles@wanadoo.fr,Saint-Quentin-des-Isles 20 place Jacqueline-Masson,27270,Treis-Sants-en-Ouche,https://lannuaire.service-public.gouv.fr/normandie/eure/0e051b0a-9c42-4478-9509-d066f01fe96d,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,PREVOST LAURENT - ZA LES FOSSES AMIOT,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Marcilly-la-Campagne,Mairie - Marcilly-la-Campagne,mairie.marcillylacampagne@orange.fr,4 rue du Verger,27320,Marcilly-la-Campagne,https://lannuaire.service-public.gouv.fr/normandie/eure/b4ea6e4f-c442-414d-a1b3-ba867a0e4deb,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la mairie de Marcilly la Campagne - 4 rue du Verger,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Merey,Mairie - Merey,commune.merey@orange.fr,9 rue de Pacy,27640,Merey,https://lannuaire.service-public.gouv.fr/normandie/eure/f2699505-0faa-4851-8482-bacd8797bb30,1,1,0,0,0,0,1,inconnu:1,événements / heures ouvrables:1,Accueil:1,Centre equestre - 4 Lieu Dit les Vaux,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Mesnil-Verclives,Mairie - Mesnil-Verclives,mairie-mesnil-verclives@wanadoo.fr,Place de l'Église,27440,Mesnil-Verclives,https://lannuaire.service-public.gouv.fr/normandie/eure/b119e5fc-9a2d-40ec-8a5c-3cc4b40c4e86,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,Michel LAGRANGE - 5 rue du Mesnil,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Mousseaux-Neuville,Mairie - Mousseaux-Neuville,mairie@mousseaux-neuville.fr,Rue des Écoles,27220,Mousseaux-Neuville,https://lannuaire.service-public.gouv.fr/normandie/eure/b0b8c80e-5b96-4388-9478-edd65d7cf069,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,MAIRIE DE MOUSSEAUX NEUVILLE - RUE DES ECOLES,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Ménilles,Mairie - Ménilles,mairie@menilles.fr,65 rue Aristide-Briand,27120,Ménilles,https://lannuaire.service-public.gouv.fr/normandie/eure/5f437748-6a1e-428c-b5d3-1b30ee452b67,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,L'ELISEE - RUE DE CROISY,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Nogent-le-Sec,Mairie - Nogent-le-Sec,nogentlesec.mairie@wanadoo.fr,3 rue du Chêne,27190,Nogent-le-Sec,https://lannuaire.service-public.gouv.fr/normandie/eure/a033468b-4c3e-4617-b57b-0fe780c3b4bd,1,1,0,0,0,0,1,inconnu:1,non renseigné / non renseigné:1,,DAE de la Salle des Fêtes - 2 t Chemin des Paquerets,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Pinterville,Mairie - Pinterville,mairie@pinterville.fr,14 rue du Docteur-Schweitzer,27400,Pinterville,https://lannuaire.service-public.gouv.fr/normandie/eure/616d7cf2-a12e-40ef-af60-8bd2719aa0f4,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,KORSO KARINE - 1 RUE ARISTIDE BRIAND,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Pont-Authou,Mairie - Pont-Authou,commune.pont.authou@wanadoo.fr,1 rue Louise-Givon,27290,Pont-Authou,https://lannuaire.service-public.gouv.fr/normandie/eure/05b9fc43-39d5-4164-973c-edabfe2dc60e,1,1,0,0,0,0,1,inconnu:1,événements / heures ouvrables:1,Salle des fetes - selon évènements:1,Mairie de Pont Authou -  Place de La Poste - Salle des fetes - Place de La Poste,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Quittebeuf,Mairie - Quittebeuf,mairie.quittebeuf@wanadoo.fr,Place Maurice-Legoux,27110,Quittebeuf,https://lannuaire.service-public.gouv.fr/normandie/eure/99202791-c373-4ab9-b018-6f45c4be032b,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi / heures ouvrables:1",à gauche de la porte d'entrée:1,CLA250620525 - 8bis Rue d'Evreux,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Radepont,Mairie - Radepont,mairie-radepont@wanadoo.fr,5 place Maurice-Pierre-Vallette,27380,Radepont,https://lannuaire.service-public.gouv.fr/normandie/eure/c319b66d-3be5-48f5-9ce0-a96a83a67460,1,1,0,0,0,1,0,inconnu:1,"lundi, mardi, jeudi, vendredi / heures ouvrables:1",Sous le préau de l'école - L Ma J V 8h40/12h 13h30 16h10:1,CC Lyons Andelle - 3 place Maurice-Pierre Valette - Sous le préau de l'école - 3 place Maurice-Pierre Valette,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Renneville,Mairie - Renneville,renneville.mairie@wanadoo.fr,17 rue de l'École,27910,Renneville,https://lannuaire.service-public.gouv.fr/normandie/eure/d0b90170-07ef-4fc1-849e-1b83026474c6,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,COMMUNE DE RENNEVILLE - 17 RUE DE L'ECOLE,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Saint Luc,Mairie - Saint Luc,saint-luc@orange.fr,1 place François d'Espinay,27930,Saint-Luc,https://lannuaire.service-public.gouv.fr/normandie/eure/cd176083-f7e9-4eb2-bc46-537cdce2e812,1,1,0,0,0,0,1,inconnu:1,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE MAIRIE DE SAINT LUC - 1 RUE DU VIEUX SAINT LUC,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Saint-Aubin-d'Écrosville,Mairie - Saint-Aubin-d'Écrosville,mairie@saintaubindecrosville.fr,6 place de l'Église,27110,Saint-Aubin-d'Écrosville,https://lannuaire.service-public.gouv.fr/normandie/eure/d210a44d-14de-4959-ba79-350625e3a948,1,1,0,0,0,1,0,inconnu:1,lundi / heures ouvrables:1,"Facade Nord de la mairie - En bas à droite, au dessus de la boîte aux lettres:1",DAE DE LA MAIRIE DE SAINT AUBIN D'ECROSVILLE - 2 place de l'église,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Saint-Aubin-du-Thenney,Mairie - Saint-Aubin-du-Thenney,mairie.staubinduthenney@wanadoo.fr,Place des Canadiens,27270,Saint-Aubin-du-Thenney,https://lannuaire.service-public.gouv.fr/normandie/eure/01a2b8a0-e7d0-4a1a-980c-7cba31f41e08,1,1,0,0,0,0,1,inconnu:1,non renseigné / heures ouvrables:1,,COMMUNE SAINT AUBIN THENNEY - LE BOURG,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
Saint-Christophe-sur-Avre,Mairie - Saint-Christophe-sur-Avre,mairiedesaintchristophesuravre@orange.fr,4 route de Verneuil,27820,Saint-Christophe-sur-Avre,https://lannuaire.service-public.gouv.fr/normandie/eure/8c02ca17-9b1d-41b1-b604-638ceaf9f617,1,1,0,0,0,1,0,inconnu:1,non renseigné / non renseigné:1,,DAE de la Mairie - 4 route de Verneuil,85,très élevée,un seul DAE déclaré | aucun DAE accessible 24h/24 | accessibilité publique non visible
